iPad Air 2019,IPad,643g,9720 mAh,1 TB,Apple A14 Bionic,10.5,Black,2020-07-30,869
iPad Pro 12.9.2020,IPad,473g,9720 mAh,128 GB,Apple A14 Bionic,10.9,Green,2020-08-07,379
iPad Pro 11 2020,IPad,643g,7600 mAh,512 GB,Apple A12 Bionic,10.9,Red,2020-01-16,589
Apple iPad Air,IPad,473g,9720 mAh,1 TB,Apple A14 Bionic,11,Red,2020-05-26,739
iPad Pro 12.9.2020,IPad,473g,9720 mAh,256 GB,A12Z Bionic,12.9,Green,2020-01-23,869
iPad Pro 11 2020,IPad,473g,9720 mAh,1 TB,Apple A14 Bionic,10.9,White,2020-09-17,589
iPad Air 2019,IPad,643g,9720 mAh,128 GB,A12Z Bionic,10.9,Red,2020-08-03,1069
iPad Pro 12.9.2020,IPad,473g,9720 mAh,128 GB,Apple A12 Bionic,10.9,Gold,2020-11-26,589
Apple iPad Air,IPad,464g,9720 mAh,512 GB,Apple A12 Bionic,10.9,Green,2020-09-05,1069
iPad Pro 11 2020,IPad,473g,7600 mAh,1 TB,Apple A12 Bionic,10.5,Gold,2020-02-20,379
iPad Pro 12.9.2020,IPad,643g,7600 mAh,256 GB,A12Z Bionic,11,Red,2020-10-07,1069
iPad Pro 12.9.2020,IPad,464g,9720 mAh,256 GB,Apple A14 Bionic,11,White,2020-10-01,869
iPad Pro 11 2020,IPad,473g,9720 mAh,1 TB,A12Z Bionic,10.9,Green,2020-02-16,589
Apple iPad Air,IPad,643g,9720 mAh,1 TB,Apple A12 Bionic,11,Red,2020-06-08,739
iPad Pro 12.9.2020,IPad,473g,9720 mAh,1 TB,A12Z Bionic,10.9,Black,2020-07-28,379
iPad Air 2019,IPad,464g,9720 mAh,512 GB,A12Z Bionic,12.9,Red,2020-01-22,739
iPad Pro 11 2020,IPad,643g,7600 mAh,512 GB,Apple A14 Bionic,10.9,Green,2020-05-08,869
iPad Air 2019,IPad,464g,7600 mAh,256 GB,Apple A12 Bionic,10.5,White,2020-05-31,869
iPad Air 2019,IPad,643g,9720 mAh,1 TB,Apple A12 Bionic,11,Red,2020-09-27,1069
iPad Pro 12.9.2020,IPad,643g,9720 mAh,1 TB,Apple A12 Bionic,11,Blue,2020-10-20,869
iPad Air 2019,IPad,473g,7600 mAh,128 GB,Apple A12 Bionic,12.9,Blue,2020-02-11,379
iPad Pro 12.9.2020,IPad,473g,9720 mAh,1 TB,Apple A12 Bionic,11,Red,2020-11-09,379
iPad Air 2019,IPad,464g,7600 mAh,1 TB,A12Z Bionic,11,White,2020-08-29,1069
iPad Air 2019,IPad,643g,9720 mAh,512 GB,A12Z Bionic,11,Green,2020-06-12,869
iPad Pro 11 2020,IPad,473g,9720 mAh,1 TB,A12Z Bionic,10.9,Gold,2020-01-17,739
iPad Pro 12.9.2020,IPad,643g,7600 mAh,512 GB,Apple A14 Bionic,10.5,Black,2020-09-27,589
iPad Air 2019,IPad,643g,9720 mAh,1 TB,Apple A12 Bionic,11,Red,2020-04-06,1069
iPad Air 2019,IPad,643g,7600 mAh,128 GB,Apple A14 Bionic,11,Blue,2020-10-24,379
Apple iPad Air,IPad,643g,7600 mAh,512 GB,Apple A14 Bionic,12.9,Gold,2020-10-05,739
Apple iPad Air,IPad,643g,7600 mAh,256 GB,Apple A12 Bionic,12.9,Gold,2020-01-28,739
iPad Pro 12.9.2020,IPad,473g,9720 mAh,1 TB,Apple A12 Bionic,10.9,Green,2020-01-28,379
iPad Air 2019,IPad,464g,7600 mAh,512 GB,A12Z Bionic,11,Blue,2020-10-25,1069
iPad Air 2019,IPad,473g,7600 mAh,1 TB,Apple A12 Bionic,10.5,Green,2020-07-26,379
iPad Pro 12.9.2020,IPad,473g,7600 mAh,256 GB,A12Z Bionic,11,Green,2020-07-10,1069
iPad Pro 12.9.2020,IPad,464g,9720 mAh,128 GB,Apple A12 Bionic,10.5,Gold,2020-05-08,589
Apple iPad Air,IPad,643g,7600 mAh,512 GB,A12Z Bionic,12.9,White,2020-04-15,379
iPad Pro 11 2020,IPad,473g,7600 mAh,512 GB,Apple A12 Bionic,10.5,White,2020-10-29,869
iPad Air 2019,IPad,473g,9720 mAh,128 GB,A12Z Bionic,11,White,2020-04-01,1069
iPad Pro 11 2020,IPad,473g,7600 mAh,256 GB,A12Z Bionic,10.5,Black,2020-02-15,589
iPad Pro 11 2020,IPad,473g,7600 mAh,256 GB,Apple A14 Bionic,11,White,2020-06-03,739
iPad Air 2019,IPad,473g,7600 mAh,256 GB,Apple A14 Bionic,10.5,Blue,2020-03-01,379
iPad Pro 12.9.2020,IPad,473g,7600 mAh,128 GB,Apple A12 Bionic,11,Blue,2020-10-15,589
Apple iPad Air,IPad,473g,7600 mAh,128 GB,A12Z Bionic,12.9,Red,2020-07-16,869
iPad Pro 12.9.2020,IPad,464g,7600 mAh,512 GB,A12Z Bionic,10.5,Red,2020-08-31,379
iPad Pro 11 2020,IPad,473g,7600 mAh,128 GB,Apple A12 Bionic,10.5,Green,2020-10-06,379
iPad Pro 12.9.2020,IPad,473g,7600 mAh,1 TB,Apple A12 Bionic,12.9,Green,2020-11-12,379
iPad Pro 12.9.2020,IPad,643g,7600 mAh,128 GB,Apple A14 Bionic,10.5,White,2020-04-14,589
iPad Pro 12.9.2020,IPad,473g,7600 mAh,1 TB,A12Z Bionic,11,Green,2020-07-02,589
iPad Air 2019,IPad,464g,9720 mAh,128 GB,A12Z Bionic,11,Black,2020-07-28,379
Apple iPad Air,IPad,464g,9720 mAh,1 TB,A12Z Bionic,12.9,Black,2020-07-26,869
iPad Pro 11 2020,IPad,464g,7600 mAh,128 GB,Apple A12 Bionic,12.9,Red,2020-06-04,1069
iPad Pro 11 2020,IPad,464g,7600 mAh,1 TB,A12Z Bionic,12.9,Green,2020-05-30,589
iPad Pro 11 2020,IPad,464g,7600 mAh,512 GB,A12Z Bionic,12.9,Green,2020-02-21,379
Apple iPad Air,IPad,643g,7600 mAh,512 GB,Apple A12 Bionic,11,Gold,2020-11-01,589
Apple iPad Air,IPad,473g,7600 mAh,256 GB,A12Z Bionic,11,Red,2020-10-28,739
iPad Pro 11 2020,IPad,643g,7600 mAh,128 GB,Apple A12 Bionic,12.9,Black,2020-08-10,869
iPad Pro 11 2020,IPad,473g,7600 mAh,512 GB,A12Z Bionic,11,Blue,2020-04-02,379
iPad Air 2019,IPad,473g,9720 mAh,128 GB,A12Z Bionic,12.9,Green,2020-11-01,379
iPad Air 2019,IPad,473g,9720 mAh,1 TB,Apple A14 Bionic,10.9,Green,2020-03-17,1069
iPad Air 2019,IPad,464g,7600 mAh,1 TB,A12Z Bionic,10.5,Blue,2020-02-26,589
iPad Pro 11 2020,IPad,473g,9720 mAh,256 GB,Apple A12 Bionic,10.9,Black,2020-09-23,1069
iPad Pro 11 2020,IPad,643g,7600 mAh,1 TB,Apple A14 Bionic,10.9,Red,2020-06-29,739
iPad Pro 12.9.2020,IPad,643g,9720 mAh,1 TB,A12Z Bionic,12.9,Gold,2020-04-04,739
iPad Air 2019,IPad,473g,7600 mAh,1 TB,Apple A12 Bionic,12.9,Black,2020-02-09,739
Apple iPad Air,IPad,473g,7600 mAh,1 TB,Apple A14 Bionic,12.9,White,2020-03-22,1069
iPad Air 2019,IPad,643g,9720 mAh,512 GB,A12Z Bionic,10.5,White,2020-05-26,739
Apple iPad Air,IPad,473g,9720 mAh,512 GB,A12Z Bionic,10.5,Red,2020-09-02,739
iPad Pro 12.9.2020,IPad,643g,7600 mAh,1 TB,A12Z Bionic,12.9,Black,2020-03-01,379
Apple iPad Air,IPad,643g,7600 mAh,256 GB,Apple A14 Bionic,10.5,Black,2020-08-28,739
iPad Pro 12.9.2020,IPad,643g,7600 mAh,256 GB,A12Z Bionic,11,Red,2020-06-02,589
iPad Pro 11 2020,IPad,464g,9720 mAh,512 GB,A12Z Bionic,10.5,Gold,2020-03-23,869
iPad Pro 12.9.2020,IPad,473g,9720 mAh,256 GB,Apple A14 Bionic,11,Gold,2020-04-12,739
Apple iPad Air,IPad,643g,9720 mAh,256 GB,A12Z Bionic,11,Green,2020-01-13,379
iPad Pro 11 2020,IPad,643g,9720 mAh,256 GB,Apple A14 Bionic,12.9,Blue,2020-11-16,379
iPad Pro 12.9.2020,IPad,464g,9720 mAh,128 GB,Apple A12 Bionic,10.5,Gold,2020-10-16,739
iPad Pro 11 2020,IPad,643g,9720 mAh,128 GB,Apple A14 Bionic,10.5,Green,2020-04-03,739
iPad Pro 12.9.2020,IPad,464g,9720 mAh,256 GB,Apple A14 Bionic,10.9,Black,2020-05-02,739
Apple iPad Air,IPad,464g,9720 mAh,128 GB,A12Z Bionic,10.5,Green,2020-09-19,589
iPad Pro 12.9.2020,IPad,464g,7600 mAh,256 GB,Apple A12 Bionic,10.9,Green,2020-08-11,739
Apple iPad Air,IPad,473g,9720 mAh,1 TB,Apple A12 Bionic,10.5,White,2020-04-29,379
Apple iPad Air,IPad,643g,7600 mAh,1 TB,Apple A12 Bionic,10.5,Red,2020-03-19,589
iPad Air 2019,IPad,643g,7600 mAh,512 GB,Apple A14 Bionic,11,Black,2020-05-23,589
iPad Air 2019,IPad,473g,9720 mAh,128 GB,A12Z Bionic,12.9,Red,2020-10-04,589
iPad Air 2019,IPad,464g,7600 mAh,1 TB,A12Z Bionic,11,Green,2020-03-31,379
iPad Pro 12.9.2020,IPad,643g,7600 mAh,256 GB,A12Z Bionic,12.9,White,2020-08-12,379
iPad Air 2019,IPad,643g,9720 mAh,512 GB,A12Z Bionic,10.5,Red,2020-04-18,869
iPad Air 2019,IPad,473g,9720 mAh,128 GB,A12Z Bionic,12.9,Green,2020-07-02,379
iPad Air 2019,IPad,464g,9720 mAh,128 GB,A12Z Bionic,11,Gold,2020-11-14,739
iPad Pro 12.9.2020,IPad,473g,7600 mAh,256 GB,A12Z Bionic,11,Red,2020-03-04,379
iPad Pro 11 2020,IPad,643g,7600 mAh,256 GB,Apple A12 Bionic,10.9,Green,2020-09-03,1069
iPad Pro 11 2020,IPad,643g,9720 mAh,256 GB,Apple A12 Bionic,10.9,Green,2020-04-22,379
iPad Pro 12.9.2020,IPad,464g,9720 mAh,256 GB,Apple A14 Bionic,12.9,Gold,2020-09-13,869
iPad Air 2019,IPad,643g,7600 mAh,128 GB,A12Z Bionic,12.9,Red,2020-05-20,589
iPad Pro 12.9.2020,IPad,473g,9720 mAh,512 GB,A12Z Bionic,10.9,Green,2020-01-11,739
Apple iPad Air,IPad,464g,7600 mAh,128 GB,Apple A12 Bionic,11,Red,2020-08-28,1069
iPad Pro 11 2020,IPad,464g,7600 mAh,512 GB,Apple A14 Bionic,11,Red,2020-11-23,1069
iPad Pro 12.9.2020,IPad,473g,7600 mAh,1 TB,Apple A14 Bionic,11,Blue,2020-09-04,739
iPad Pro 12.9.2020,IPad,464g,9720 mAh,1 TB,A12Z Bionic,11,Black,2020-11-09,869
Apple iPad Air,IPad,643g,9720 mAh,512 GB,A12Z Bionic,11,Black,2020-10-23,589
iPad Air 2019,IPad,464g,7600 mAh,1 TB,Apple A14 Bionic,11,Gold,2020-02-16,379
Apple iPad Air,IPad,473g,9720 mAh,512 GB,A12Z Bionic,10.5,Red,2020-11-15,589
iPad Pro 12.9.2020,IPad,643g,9720 mAh,1 TB,A12Z Bionic,11,Green,2020-08-01,379
iPad Pro 12.9.2020,IPad,464g,9720 mAh,1 TB,Apple A14 Bionic,10.5,Black,2020-03-04,739
iPad Air 2019,IPad,473g,7600 mAh,128 GB,Apple A12 Bionic,10.5,White,2020-09-06,869
Apple iPad Air,IPad,473g,9720 mAh,128 GB,A12Z Bionic,11,Blue,2020-07-01,869
iPad Pro 11 2020,IPad,464g,9720 mAh,1 TB,A12Z Bionic,12.9,Green,2020-10-15,379
iPad Pro 12.9.2020,IPad,473g,9720 mAh,256 GB,Apple A14 Bionic,10.5,Blue,2020-10-27,589
iPad Pro 12.9.2020,IPad,464g,9720 mAh,512 GB,A12Z Bionic,11,Red,2020-06-06,379
iPad Pro 12.9.2020,IPad,473g,9720 mAh,1 TB,A12Z Bionic,10.9,Gold,2020-05-11,869
Apple iPad Air,IPad,464g,7600 mAh,1 TB,A12Z Bionic,12.9,White,2020-03-30,739
Apple iPad Air,IPad,464g,9720 mAh,512 GB,A12Z Bionic,11,Gold,2020-01-25,1069
iPad Pro 12.9.2020,IPad,473g,9720 mAh,128 GB,A12Z Bionic,10.9,Gold,2020-07-16,379
Apple iPad Air,IPad,464g,7600 mAh,1 TB,A12Z Bionic,10.5,White,2020-06-17,379
iPad Pro 12.9.2020,IPad,464g,7600 mAh,1 TB,Apple A14 Bionic,10.9,Gold,2020-03-10,379
iPad Air 2019,IPad,464g,9720 mAh,128 GB,A12Z Bionic,12.9,Gold,2020-02-01,1069
iPad Pro 12.9.2020,IPad,643g,9720 mAh,128 GB,A12Z Bionic,10.5,White,2020-11-14,1069
iPad Pro 11 2020,IPad,464g,7600 mAh,128 GB,A12Z Bionic,10.9,Green,2020-10-05,869
iPad Pro 12.9.2020,IPad,464g,9720 mAh,128 GB,Apple A12 Bionic,10.5,White,2020-06-16,1069
Apple iPad Air,IPad,643g,9720 mAh,512 GB,A12Z Bionic,11,Red,2020-02-10,739
iPad Pro 12.9.2020,IPad,464g,7600 mAh,256 GB,Apple A12 Bionic,10.9,Red,2020-01-11,379
iPad Pro 11 2020,IPad,473g,7600 mAh,512 GB,Apple A14 Bionic,11,White,2020-08-15,379
iPad Pro 12.9.2020,IPad,473g,9720 mAh,1 TB,Apple A12 Bionic,10.9,Green,2020-02-13,379
iPad Air 2019,IPad,473g,7600 mAh,512 GB,A12Z Bionic,10.5,Blue,2020-10-05,869
iPad Pro 12.9.2020,IPad,473g,9720 mAh,128 GB,Apple A14 Bionic,12.9,White,2020-08-27,869
iPad Air 2019,IPad,473g,7600 mAh,1 TB,A12Z Bionic,10.5,Gold,2020-08-13,1069
Apple iPad Air,IPad,464g,9720 mAh,128 GB,A12Z Bionic,10.9,Red,2020-09-21,379
iPad Pro 11 2020,IPad,643g,7600 mAh,512 GB,A12Z Bionic,10.9,Green,2020-04-05,589
iPad Pro 11 2020,IPad,643g,9720 mAh,256 GB,A12Z Bionic,10.5,Black,2020-05-11,589
iPad Pro 11 2020,IPad,643g,7600 mAh,128 GB,Apple A14 Bionic,10.9,Blue,2020-06-03,869
iPad Air 2019,IPad,473g,7600 mAh,128 GB,Apple A14 Bionic,10.9,Red,2020-10-12,739
iPad Pro 12.9.2020,IPad,464g,9720 mAh,128 GB,A12Z Bionic,10.5,Red,2020-06-26,869
iPad Pro 11 2020,IPad,643g,7600 mAh,512 GB,A12Z Bionic,10.9,White,2020-01-28,869
Apple iPad Air,IPad,464g,7600 mAh,1 TB,Apple A14 Bionic,10.9,Black,2020-03-18,379
iPad Pro 11 2020,IPad,643g,9720 mAh,512 GB,Apple A14 Bionic,10.5,Gold,2020-04-08,589
iPad Pro 12.9.2020,IPad,473g,9720 mAh,256 GB,Apple A12 Bionic,11,Red,2020-01-26,1069
iPad Pro 12.9.2020,IPad,643g,9720 mAh,1 TB,A12Z Bionic,11,White,2020-08-16,379
Apple iPad Air,IPad,473g,9720 mAh,512 GB,Apple A12 Bionic,11,Green,2020-07-30,379
iPad Pro 12.9.2020,IPad,473g,7600 mAh,256 GB,Apple A14 Bionic,10.5,Green,2020-09-20,739
iPad Air 2019,IPad,464g,7600 mAh,512 GB,A12Z Bionic,11,Blue,2020-11-10,739
iPad Pro 12.9.2020,IPad,473g,7600 mAh,128 GB,A12Z Bionic,11,White,2020-10-08,739
iPad Pro 12.9.2020,IPad,473g,9720 mAh,1 TB,Apple A14 Bionic,10.5,Red,2020-04-15,739
Apple iPad Air,IPad,643g,9720 mAh,512 GB,A12Z Bionic,10.5,White,2020-03-19,869
Apple iPad Air,IPad,643g,7600 mAh,1 TB,Apple A14 Bionic,11,Gold,2020-07-13,869
iPad Pro 11 2020,IPad,643g,9720 mAh,256 GB,A12Z Bionic,11,Red,2020-02-27,739
iPad Air 2019,IPad,473g,9720 mAh,256 GB,Apple A14 Bionic,11,White,2020-07-13,379
Apple iPad Air,IPad,473g,7600 mAh,128 GB,A12Z Bionic,10.5,White,2020-11-20,379
iPad Pro 11 2020,IPad,643g,7600 mAh,128 GB,A12Z Bionic,11,White,2020-02-06,739
Apple iPad Air,IPad,643g,9720 mAh,512 GB,Apple A14 Bionic,11,Blue,2020-06-24,869
Apple iPad Air,IPad,643g,7600 mAh,512 GB,Apple A14 Bionic,10.9,Black,2020-05-08,379
iPad Pro 11 2020,IPad,473g,7600 mAh,256 GB,Apple A14 Bionic,10.5,Blue,2020-07-10,1069
iPad Air 2019,IPad,464g,9720 mAh,1 TB,A12Z Bionic,12.9,Gold,2020-08-28,1069
iPad Air 2019,IPad,643g,7600 mAh,512 GB,A12Z Bionic,12.9,Gold,2020-09-27,589
iPad Pro 11 2020,IPad,473g,7600 mAh,256 GB,A12Z Bionic,11,Black,2020-03-01,1069
iPad Air 2019,IPad,464g,9720 mAh,1 TB,A12Z Bionic,11,White,2020-04-27,589
Apple iPad Air,IPad,464g,7600 mAh,128 GB,Apple A12 Bionic,12.9,Red,2020-08-31,379
Apple iPad Air,IPad,464g,9720 mAh,256 GB,Apple A14 Bionic,12.9,Blue,2020-04-28,869
Apple iPad Air,IPad,464g,9720 mAh,512 GB,A12Z Bionic,11,Red,2020-02-08,379
iPad Pro 12.9.2020,IPad,643g,7600 mAh,512 GB,Apple A12 Bionic,11,Red,2020-10-24,379
iPad Pro 11 2020,IPad,473g,7600 mAh,256 GB,A12Z Bionic,11,White,2020-07-16,1069
Apple iPad Air,IPad,473g,7600 mAh,512 GB,Apple A12 Bionic,10.5,Blue,2020-05-21,739
iPad Pro 12.9.2020,IPad,643g,9720 mAh,512 GB,Apple A14 Bionic,10.9,Black,2020-11-03,589
iPad Pro 12.9.2020,IPad,464g,7600 mAh,128 GB,Apple A14 Bionic,12.9,Black,2020-10-09,379
iPad Pro 12.9.2020,IPad,473g,9720 mAh,256 GB,Apple A12 Bionic,11,Blue,2020-04-26,379
iPad Pro 11 2020,IPad,473g,7600 mAh,256 GB,A12Z Bionic,11,White,2020-04-01,379
iPad Pro 12.9.2020,IPad,643g,9720 mAh,128 GB,Apple A14 Bionic,10.5,Blue,2020-01-17,379
iPad Air 2019,IPad,643g,7600 mAh,128 GB,Apple A14 Bionic,12.9,Green,2020-03-20,869
Apple iPad Air,IPad,643g,9720 mAh,128 GB,A12Z Bionic,10.9,Green,2020-05-01,1069
Apple iPad Air,IPad,643g,9720 mAh,128 GB,Apple A14 Bionic,12.9,Blue,2020-06-05,1069
iPad Pro 12.9.2020,IPad,643g,7600 mAh,512 GB,Apple A12 Bionic,11,Black,2020-04-04,379
iPad Pro 12.9.2020,IPad,473g,7600 mAh,1 TB,Apple A14 Bionic,10.5,Red,2020-02-09,869
iPad Air 2019,IPad,473g,7600 mAh,128 GB,A12Z Bionic,10.9,Gold,2020-07-17,869
iPad Air 2019,IPad,643g,7600 mAh,128 GB,A12Z Bionic,12.9,Blue,2020-03-30,379
iPad Air 2019,IPad,473g,7600 mAh,128 GB,Apple A12 Bionic,10.9,White,2020-10-03,379
iPad Pro 11 2020,IPad,473g,7600 mAh,1 TB,A12Z Bionic,11,Black,2020-09-18,869
iPad Air 2019,IPad,473g,7600 mAh,512 GB,Apple A12 Bionic,10.5,Green,2020-04-29,379
iPad Pro 12.9.2020,IPad,464g,7600 mAh,512 GB,A12Z Bionic,12.9,Gold,2020-04-01,379
iPad Pro 12.9.2020,IPad,473g,9720 mAh,1 TB,A12Z Bionic,10.5,White,2020-09-29,379
iPad Pro 11 2020,IPad,473g,7600 mAh,1 TB,A12Z Bionic,11,Gold,2020-03-13,869
iPad Air 2019,IPad,464g,9720 mAh,128 GB,Apple A12 Bionic,10.5,Gold,2020-08-19,379
iPad Air 2019,IPad,464g,9720 mAh,256 GB,Apple A14 Bionic,10.5,Blue,2020-01-31,869
iPad Pro 11 2020,IPad,464g,9720 mAh,512 GB,A12Z Bionic,10.9,Black,2020-01-24,739
Apple iPad Air,IPad,643g,7600 mAh,256 GB,Apple A12 Bionic,10.9,Black,2020-02-07,869
iPad Air 2019,IPad,473g,9720 mAh,512 GB,Apple A14 Bionic,10.9,Green,2020-08-24,589
iPad Pro 12.9.2020,IPad,473g,9720 mAh,128 GB,A12Z Bionic,11,Black,2020-06-03,1069
iPad Pro 11 2020,IPad,473g,7600 mAh,256 GB,A12Z Bionic,10.9,Green,2020-03-04,869
iPad Pro 12.9.2020,IPad,473g,7600 mAh,128 GB,A12Z Bionic,10.9,Blue,2020-05-02,1069
iPad Air 2019,IPad,464g,7600 mAh,256 GB,A12Z Bionic,10.9,Blue,2020-04-24,379
Apple iPad Air,IPad,464g,9720 mAh,512 GB,Apple A12 Bionic,10.9,White,2020-10-25,1069
iPad Air 2019,IPad,464g,9720 mAh,1 TB,Apple A12 Bionic,12.9,Gold,2020-07-23,379
iPad Air 2019,IPad,473g,7600 mAh,512 GB,A12Z Bionic,12.9,Black,2020-08-31,589
iPad Pro 11 2020,IPad,464g,7600 mAh,128 GB,A12Z Bionic,10.9,Black,2020-08-11,589
iPad Air 2019,IPad,473g,9720 mAh,512 GB,Apple A12 Bionic,10.5,Gold,2020-01-20,379
Apple iPad Air,IPad,473g,7600 mAh,1 TB,Apple A14 Bionic,10.5,Gold,2020-01-30,379
Apple iPad Air,IPad,473g,9720 mAh,128 GB,A12Z Bionic,11,White,2020-02-28,869
iPad Air 2019,IPad,473g,9720 mAh,512 GB,Apple A12 Bionic,12.9,Gold,2020-07-18,379
iPad Air 2019,IPad,473g,9720 mAh,1 TB,Apple A14 Bionic,12.9,Green,2020-06-12,589
iPad Air 2019,IPad,464g,7600 mAh,1 TB,A12Z Bionic,10.9,Blue,2020-03-28,379
iPad Pro 12.9.2020,IPad,643g,7600 mAh,128 GB,Apple A14 Bionic,11,Red,2020-11-05,589
iPad Air 2019,IPad,473g,9720 mAh,512 GB,Apple A12 Bionic,12.9,Black,2020-08-08,739
iPad Pro 12.9.2020,IPad,473g,9720 mAh,512 GB,A12Z Bionic,11,Red,2020-07-19,379
iPad Pro 11 2020,IPad,473g,9720 mAh,256 GB,A12Z Bionic,10.9,Gold,2020-05-18,379
Apple iPad Air,IPad,643g,7600 mAh,256 GB,A12Z Bionic,11,Gold,2020-04-28,379
iPad Pro 11 2020,IPad,643g,7600 mAh,256 GB,Apple A12 Bionic,11,Black,2020-06-17,869
Apple iPad Air,IPad,473g,9720 mAh,1 TB,Apple A12 Bionic,11,White,2020-09-26,379
iPad Air 2019,IPad,643g,9720 mAh,1 TB,A12Z Bionic,12.9,Green,2020-05-09,589
Apple iPad Air,IPad,643g,9720 mAh,256 GB,A12Z Bionic,11,White,2020-07-31,739
iPad Pro 11 2020,IPad,464g,9720 mAh,1 TB,A12Z Bionic,10.5,Red,2020-11-23,1069
iPad Air 2019,IPad,473g,9720 mAh,512 GB,A12Z Bionic,11,Black,2020-07-20,589
Apple iPad Air,IPad,643g,9720 mAh,512 GB,Apple A12 Bionic,10.5,Blue,2020-10-12,869
iPad Pro 11 2020,IPad,473g,9720 mAh,1 TB,Apple A12 Bionic,12.9,White,2020-10-03,869
iPad Air 2019,IPad,643g,7600 mAh,1 TB,Apple A12 Bionic,12.9,Gold,2020-07-04,589
iPad Pro 11 2020,IPad,643g,9720 mAh,128 GB,A12Z Bionic,10.5,Black,2020-03-18,739
